sequence,depth,T_HW_ms,cycles,MMAC,weights,bottlenecks,block_cycles,hw_feasible_on_bitstream,infeasible_at
16-16-64,3,11.101000,1110100,57.139200,1643,PW-DW-PW,518400/469300/122400,1,
16-32-64,3,12.258960,1225896,88.704000,3067,PW-DW-DW,518400/469300/238196,1,
16-16-16-64,4,12.295600,1229560,62.899200,2043,PW-DW-DW-PW,518400/469300/119460/122400,1,
16-16-32-64,4,12.727600,1272760,83.404800,3467,PW-DW-DW-PW,518400/469300/119460/165600,1,
16-16-16-16-64,5,12.835600,1283560,68.659200,2443,PW-DW-DW-PW-PW,518400/469300/119460/54000/122400,1,
16-16-32-16-64,5,13.123600,1312360,78.105600,3099,PW-DW-DW-PW-PW,518400/469300/119460/82800/122400,1,
16-16-48-64,4,13.303600,1330360,103.910400,4891,PW-DW-DW-PW,518400/469300/119460/223200,1,
16-16-16-16-16-64,6,13.375600,1337560,74.419200,2843,PW-DW-DW-PW-PW-PW,518400/469300/119460/54000/54000/122400,1,
16-16-16-32-64,5,13.411600,1341160,89.164800,3867,PW-DW-DW-PW-PW,518400/469300/119460/68400/165600,1,
16-16-48-16-64,5,13.411600,1341160,87.552000,3755,PW-DW-DW-PW-PW,518400/469300/119460/111600/122400,1,
16-48-64,3,13.446320,1344632,120.268800,4491,PW-DW-DW,518400/469300/356932,1,
16-32-16-64,4,13.482960,1348296,83.404800,2699,PW-DW-DW-PW,518400/469300/238196/122400,1,
16-16-32-16-16-64,6,13.663600,1366360,83.865600,3499,PW-DW-DW-PW-PW-PW,518400/469300/119460/82800/54000/122400,1,
16-16-32-32-64,5,13.699600,1369960,102.297600,4779,PW-DW-DW-PW-PW,518400/469300/119460/97200/165600,1,
16-16-64-16-64,5,13.729000,1372900,96.998400,4411,PW-DW-PW-PW-PW,518400/469300/122400/140400/122400,1,
16-16-16-32-16-64,6,13.807600,1380760,83.865600,3499,PW-DW-DW-PW-PW-PW,518400/469300/119460/68400/82800/122400,1,
16-16-64-64,4,13.909000,1390900,124.416000,6315,PW-DW-PW-PW,518400/469300/122400/280800,1,
16-32-32-64,4,13.914960,1391496,107.596800,4379,PW-DW-DW-PW,518400/469300/238196/165600,1,
16-16-16-16-32-64,6,13.951600,1395160,94.924800,4267,PW-DW-DW-PW-PW-PW,518400/469300/119460/54000/68400/165600,1,
16-16-48-16-16-64,6,13.951600,1395160,93.312000,4155,PW-DW-DW-PW-PW-PW,518400/469300/119460/111600/54000/122400,1,
16-16-48-32-64,5,13.987600,1398760,115.430400,5691,PW-DW-DW-PW-PW,518400/469300/119460/126000/165600,1,
16-32-16-16-64,5,14.022960,1402296,89.164800,3099,PW-DW-DW-PW-PW,518400/469300/238196/54000/122400,1,
16-16-32-32-16-64,6,14.095600,1409560,96.998400,4411,PW-DW-DW-PW-PW-PW,518400/469300/119460/97200/82800/122400,1,
16-16-32-16-32-64,6,14.239600,1423960,104.371200,4923,PW-DW-DW-PW-PW-PW,518400/469300/119460/82800/68400/165600,1,
16-16-64-16-16-64,6,14.269000,1426900,102.758400,4811,PW-DW-PW-PW-PW-PW,518400/469300/122400/140400/54000/122400,1,
16-16-64-32-64,5,14.305000,1430500,128.563200,6603,PW-DW-PW-PW-PW,518400/469300/122400/154800/165600,1,
16-32-32-16-64,5,14.310960,1431096,102.297600,4011,PW-DW-DW-PW-PW,518400/469300/238196/82800/122400,1,
16-16-16-48-64,5,14.329600,1432960,109.670400,5291,PW-DW-DW-PW-PW,518400/469300/119460/102600/223200,1,
16-16-48-32-16-64,6,14.383600,1438360,110.131200,5323,PW-DW-DW-PW-PW-PW,518400/469300/119460/126000/82800/122400,1,
16-16-16-32-32-64,6,14.383600,1438360,108.057600,5179,PW-DW-DW-PW-PW-PW,518400/469300/119460/68400/97200/165600,1,
16-16-16-48-16-64,6,14.437600,1443760,93.312000,4155,PW-DW-DW-PW-PW-PW,518400/469300/119460/102600/111600/122400,1,
16-32-48-64,4,14.490960,1449096,131.788800,6059,PW-DW-DW-PW,518400/469300/238196/223200,1,
16-16-48-16-32-64,6,14.527600,1452760,113.817600,5579,PW-DW-DW-PW-PW-PW,518400/469300/119460/111600/68400/165600,1,
16-32-16-16-16-64,6,14.562960,1456296,94.924800,3499,PW-DW-DW-PW-PW-PW,518400/469300/238196/54000/54000/122400,1,
16-32-48-16-64,5,14.598960,1459896,115.430400,4923,PW-DW-DW-PW-PW,518400/469300/238196/111600/122400,1,
16-32-16-32-64,5,14.598960,1459896,109.670400,4523,PW-DW-DW-PW-PW,518400/469300/238196/68400/165600,1,
16-48-16-64,4,14.670320,1467032,103.910400,3355,PW-DW-DW-PW,518400/469300/356932/122400,1,
16-16-32-32-32-64,6,14.671600,1467160,121.190400,6091,PW-DW-DW-PW-PW-PW,518400/469300/119460/97200/97200/165600,1,
16-16-64-32-16-64,6,14.701000,1470100,123.264000,6235,PW-DW-PW-PW-PW-PW,518400/469300/122400/154800/82800/122400,1,
16-16-32-48-64,5,14.815600,1481560,126.489600,6459,PW-DW-DW-PW-PW,518400/469300/119460/151200/223200,1,
16-64-64,3,14.836680,1483668,151.833600,5915,PW-PW-DW,518400/489600/475668,0,b3 G*Cin=2560
16-16-64-16-32-64,6,14.845000,1484500,123.264000,6235,PW-DW-PW-PW-PW-PW,518400/469300/122400/140400/68400/165600,1,
16-32-32-16-16-64,6,14.850960,1485096,108.057600,4411,PW-DW-DW-PW-PW-PW,518400/469300/238196/82800/54000/122400,1,
16-16-16-16-48-64,6,14.869600,1486960,115.430400,5691,PW-DW-DW-PW-PW-PW,518400/469300/119460/54000/102600/223200,1,
16-32-64-16-64,5,14.886960,1488696,128.563200,5835,PW-DW-DW-PW-PW,518400/469300/238196/140400/122400,1,
16-32-32-32-64,5,14.886960,1488696,126.489600,5691,PW-DW-DW-PW-PW,518400/469300/238196/97200/165600,1,
16-16-32-48-16-64,6,14.923600,1492360,110.131200,5323,PW-DW-DW-PW-PW-PW,518400/469300/119460/151200/111600/122400,1,
16-16-16-64-16-64,6,14.923600,1492360,102.758400,4811,PW-DW-DW-PW-PW-PW,518400/469300/119460/122400/140400/122400,1,
16-16-48-32-32-64,6,14.959600,1495960,134.323200,7003,PW-DW-DW-PW-PW-PW,518400/469300/119460/126000/97200/165600,1,
16-32-16-32-16-64,6,14.994960,1499496,104.371200,4155,PW-DW-DW-PW-PW-PW,518400/469300/238196/68400/82800/122400,1,
16-16-16-48-32-64,6,15.013600,1501360,121.190400,6091,PW-DW-DW-PW-PW-PW,518400/469300/119460/102600/126000/165600,1,
16-32-64-64,4,15.066960,1506696,155.980800,7739,PW-DW-DW-PW,518400/469300/238196/280800,1,
16-48-32-64,4,15.102320,1510232,131.788800,5291,PW-DW-DW-PW,518400/469300/356932/165600,1,
16-16-16-64-64,5,15.103600,1510360,130.176000,6715,PW-DW-DW-PW-PW,518400/469300/119460/122400/280800,1,
16-32-48-16-16-64,6,15.138960,1513896,121.190400,5323,PW-DW-DW-PW-PW-PW,518400/469300/238196/111600/54000/122400,1,
16-32-16-16-32-64,6,15.138960,1513896,115.430400,4923,PW-DW-DW-PW-PW-PW,518400/469300/238196/54000/68400/165600,1,
16-16-32-16-48-64,6,15.157600,1515760,124.876800,6347,PW-DW-DW-PW-PW-PW,518400/469300/119460/82800/102600/223200,1,
16-32-48-32-64,5,15.174960,1517496,143.308800,6859,PW-DW-DW-PW-PW,518400/469300/238196/126000/165600,1,
16-48-16-16-64,5,15.210320,1521032,109.670400,3755,PW-DW-DW-PW-PW,518400/469300/356932/54000/122400,1,
16-16-64-32-32-64,6,15.277000,1527700,147.456000,7915,PW-DW-PW-PW-PW-PW,518400/469300/122400/154800/97200/165600,1,
16-32-32-32-16-64,6,15.282960,1528296,121.190400,5323,PW-DW-DW-PW-PW-PW,518400/469300/238196/97200/82800/122400,1,
16-16-32-64-16-64,6,15.355600,1535560,123.264000,6235,PW-DW-DW-PW-PW-PW,518400/469300/119460/165600/140400/122400,1,
16-16-48-48-64,5,15.391600,1539160,143.308800,7627,PW-DW-DW-PW-PW,518400/469300/119460/208800/223200,1,
16-32-64-16-16-64,6,15.426960,1542696,134.323200,6235,PW-DW-DW-PW-PW-PW,518400/469300/238196/140400/54000/122400,1,
16-32-32-16-32-64,6,15.426960,1542696,128.563200,5835,PW-DW-DW-PW-PW-PW,518400/469300/238196/82800/68400/165600,1,
16-16-48-16-48-64,6,15.445600,1544560,134.323200,7003,PW-DW-DW-PW-PW-PW,518400/469300/119460/111600/102600/223200,1,
16-32-64-32-64,5,15.462960,1546296,160.128000,8027,PW-DW-DW-PW-PW,518400/469300/238196/154800/165600,1,
16-48-32-16-64,5,15.498320,1549832,126.489600,4923,PW-DW-DW-PW-PW,518400/469300/356932/82800/122400,1,
16-16-32-48-32-64,6,15.499600,1549960,138.009600,7259,PW-DW-DW-PW-PW-PW,518400/469300/119460/151200/126000/165600,1,
16-16-16-64-32-64,6,15.499600,1549960,134.323200,7003,PW-DW-DW-PW-PW-PW,518400/469300/119460/122400/154800/165600,1,
16-16-16-32-48-64,6,15.499600,1549960,132.249600,6859,PW-DW-DW-PW-PW-PW,518400/469300/119460/68400/151200/223200,1,
16-16-48-48-16-64,6,15.499600,1549960,126.950400,6491,PW-DW-DW-PW-PW-PW,518400/469300/119460/208800/111600/122400,1,
16-32-16-48-64,5,15.516960,1551696,130.176000,5947,PW-DW-DW-PW-PW,518400/469300/238196/102600/223200,1,
16-16-32-64-64,5,15.535600,1553560,150.681600,8139,PW-DW-DW-PW-PW,518400/469300/119460/165600/280800,1,
16-32-48-32-16-64,6,15.570960,1557096,138.009600,6491,PW-DW-DW-PW-PW-PW,518400/469300/238196/126000/82800/122400,1,
16-32-16-32-32-64,6,15.570960,1557096,128.563200,5835,PW-DW-DW-PW-PW-PW,518400/469300/238196/68400/97200/165600,1,
16-32-16-48-16-64,6,15.624960,1562496,113.817600,4811,PW-DW-DW-PW-PW-PW,518400/469300/238196/102600/111600/122400,1,
16-16-16-16-64-64,6,15.643600,1564360,135.936000,7115,PW-DW-DW-PW-PW-PW,518400/469300/119460/54000/122400/280800,1,
16-48-48-64,4,15.678320,1567832,159.667200,7227,PW-DW-DW-PW,518400/469300/356932/223200,1,
16-32-48-16-32-64,6,15.714960,1571496,141.696000,6747,PW-DW-DW-PW-PW-PW,518400/469300/238196/111600/68400/165600,1,
16-48-16-16-16-64,6,15.750320,1575032,115.430400,4155,PW-DW-DW-PW-PW-PW,518400/469300/356932/54000/54000/122400,1,
16-16-64-16-48-64,6,15.763000,1576300,143.769600,7659,PW-DW-PW-PW-PW-PW,518400/469300/122400/140400/102600/223200,1,
16-48-48-16-64,5,15.786320,1578632,143.308800,6091,PW-DW-DW-PW-PW,518400/469300/356932/111600/122400,1,
16-48-16-32-64,5,15.786320,1578632,130.176000,5179,PW-DW-DW-PW-PW,518400/469300/356932/68400/165600,1,
16-16-32-32-48-64,6,15.787600,1578760,145.382400,7771,PW-DW-DW-PW-PW-PW,518400/469300/119460/97200/151200/223200,1,
16-32-64-32-16-64,6,15.858960,1585896,154.828800,7659,PW-DW-DW-PW-PW-PW,518400/469300/238196/154800/82800/122400,1,
16-32-32-32-32-64,6,15.858960,1585896,145.382400,7003,PW-DW-DW-PW-PW-PW,518400/469300/238196/97200/97200/165600,1,
16-16-32-64-32-64,6,15.931600,1593160,154.828800,8427,PW-DW-DW-PW-PW-PW,518400/469300/119460/165600/154800/165600,1,
16-16-32-16-64-64,6,15.931600,1593160,145.382400,7771,PW-DW-DW-PW-PW-PW,518400/469300/119460/82800/122400/280800,1,
16-16-48-64-16-64,6,15.931600,1593160,143.769600,7659,PW-DW-DW-PW-PW-PW,518400/469300/119460/223200/140400/122400,1,
16-16-64-48-64,5,15.997000,1599700,160.128000,8795,PW-DW-PW-PW-PW,518400/469300/122400/266400/223200,1,
16-32-64-16-32-64,6,16.002960,1600296,154.828800,7659,PW-DW-DW-PW-PW-PW,518400/469300/238196/140400/68400/165600,1,
16-32-32-48-64,5,16.002960,1600296,150.681600,7371,PW-DW-DW-PW-PW,518400/469300/238196/151200/223200,1,
16-48-32-16-16-64,6,16.038320,1603832,132.249600,5323,PW-DW-DW-PW-PW-PW,518400/469300/356932/82800/54000/122400,1,
16-32-16-16-48-64,6,16.056960,1605696,135.936000,6347,PW-DW-DW-PW-PW-PW,518400/469300/238196/54000/102600/223200,1,
16-64-16-64,4,16.060680,1606068,124.416000,4011,PW-PW-DW-PW,518400/489600/475668/122400,0,b3 G*Cin=2560
16-48-64-16-64,5,16.074320,1607432,160.128000,7259,PW-DW-DW-PW-PW,518400/469300/356932/140400/122400,1,
16-48-32-32-64,5,16.074320,1607432,150.681600,6603,PW-DW-DW-PW-PW,518400/469300/356932/97200/165600,1,
16-16-48-32-48-64,6,16.075600,1607560,158.515200,8683,PW-DW-DW-PW-PW-PW,518400/469300/119460/126000/151200/223200,1,
16-16-48-48-32-64,6,16.075600,1607560,154.828800,8427,PW-DW-DW-PW-PW-PW,518400/469300/119460/208800/126000/165600,1,
16-16-64-48-16-64,6,16.105000,1610500,143.769600,7659,PW-DW-PW-PW-PW-PW,518400/469300/122400/266400/111600/122400,1,
16-32-32-48-16-64,6,16.110960,1611096,134.323200,6235,PW-DW-DW-PW-PW-PW,518400/469300/238196/151200/111600/122400,1,
16-32-16-64-16-64,6,16.110960,1611096,123.264000,5467,PW-DW-DW-PW-PW-PW,518400/469300/238196/122400/140400/122400,1,
16-16-48-64-64,5,16.111600,1611160,171.187200,9563,PW-DW-DW-PW-PW,518400/469300/119460/223200/280800,1,
16-32-48-32-32-64,6,16.146960,1614696,162.201600,8171,PW-DW-DW-PW-PW-PW,518400/469300/238196/126000/97200/165600,1,
16-48-16-32-16-64,6,16.182320,1618232,124.876800,4811,PW-DW-DW-PW-PW-PW,518400/469300/356932/68400/82800/122400,1,
16-32-16-48-32-64,6,16.200960,1620096,141.696000,6747,PW-DW-DW-PW-PW-PW,518400/469300/238196/102600/126000/165600,1,
16-16-16-32-64-64,6,16.219600,1621960,156.441600,8539,PW-DW-DW-PW-PW-PW,518400/469300/119460/68400/165600/280800,1,
16-16-48-16-64-64,6,16.219600,1621960,154.828800,8427,PW-DW-DW-PW-PW-PW,518400/469300/119460/111600/122400/280800,1,
16-48-64-64,4,16.254320,1625432,187.545600,9163,PW-DW-DW-PW,518400/469300/356932/280800,1,
16-32-16-64-64,5,16.290960,1629096,150.681600,7371,PW-DW-DW-PW-PW,518400/469300/238196/122400/280800,1,
16-48-48-16-16-64,6,16.326320,1632632,149.068800,6491,PW-DW-DW-PW-PW-PW,518400/469300/356932/111600/54000/122400,1,
16-48-16-16-32-64,6,16.326320,1632632,135.936000,5579,PW-DW-DW-PW-PW-PW,518400/469300/356932/54000/68400/165600,1,
16-32-32-16-48-64,6,16.344960,1634496,149.068800,7259,PW-DW-DW-PW-PW-PW,518400/469300/238196/82800/102600/223200,1,
16-48-48-32-64,5,16.362320,1636232,171.187200,8027,PW-DW-DW-PW-PW,518400/469300/356932/126000/165600,1,
16-16-64-32-48-64,6,16.393000,1639300,171.648000,9595,PW-DW-PW-PW-PW-PW,518400/469300/122400/154800/151200/223200,1,
16-16-16-48-48-64,6,16.417600,1641760,149.068800,8027,PW-DW-DW-PW-PW-PW,518400/469300/119460/102600/208800/223200,1,
16-32-64-32-32-64,6,16.434960,1643496,179.020800,9339,PW-DW-DW-PW-PW-PW,518400/469300/238196/154800/97200/165600,1,
16-48-32-32-16-64,6,16.470320,1647032,145.382400,6235,PW-DW-DW-PW-PW-PW,518400/469300/356932/97200/82800/122400,1,
16-64-32-64,4,16.492680,1649268,155.980800,6203,PW-PW-DW-PW,518400/489600/475668/165600,0,b3 G*Cin=2560
16-16-48-64-32-64,6,16.507600,1650760,175.334400,9851,PW-DW-DW-PW-PW-PW,518400/469300/119460/223200/154800/165600,1,
16-16-32-32-64-64,6,16.507600,1650760,169.574400,9451,PW-DW-DW-PW-PW-PW,518400/469300/119460/97200/165600/280800,1,
16-16-64-16-64-64,6,16.537000,1653700,164.275200,9083,PW-DW-PW-PW-PW-PW,518400/469300/122400/140400/122400/280800,1,
16-16-64-64-16-64,6,16.537000,1653700,164.275200,9083,PW-DW-PW-PW-PW-PW,518400/469300/122400/280800/140400/122400,1,
16-32-32-64-16-64,6,16.542960,1654296,147.456000,7147,PW-DW-DW-PW-PW-PW,518400/469300/238196/165600/140400/122400,1,
16-32-48-48-64,5,16.578960,1657896,171.187200,8795,PW-DW-DW-PW-PW,518400/469300/238196/208800/223200,1,
16-64-16-16-64,5,16.600680,1660068,130.176000,4411,PW-PW-DW-PW-PW,518400/489600/475668/54000/122400,0,b3 G*Cin=2560
16-48-64-16-16-64,6,16.614320,1661432,165.888000,7659,PW-DW-DW-PW-PW-PW,518400/469300/356932/140400/54000/122400,1,
16-48-32-16-32-64,6,16.614320,1661432,152.755200,6747,PW-DW-DW-PW-PW-PW,518400/469300/356932/82800/68400/165600,1,
16-32-48-16-48-64,6,16.632960,1663296,162.201600,8171,PW-DW-DW-PW-PW-PW,518400/469300/238196/111600/102600/223200,1,
16-48-64-32-64,5,16.650320,1665032,191.692800,9451,PW-DW-DW-PW-PW,518400/469300/356932/154800/165600,1,
16-16-64-48-32-64,6,16.681000,1668100,171.648000,9595,PW-DW-PW-PW-PW-PW,518400/469300/122400/266400/126000/165600,1,
16-32-32-48-32-64,6,16.686960,1668696,162.201600,8171,PW-DW-DW-PW-PW-PW,518400/469300/238196/151200/126000/165600,1,
16-32-16-64-32-64,6,16.686960,1668696,154.828800,7659,PW-DW-DW-PW-PW-PW,518400/469300/238196/122400/154800/165600,1,
16-32-48-48-16-64,6,16.686960,1668696,154.828800,7659,PW-DW-DW-PW-PW-PW,518400/469300/238196/208800/111600/122400,1,
16-32-16-32-48-64,6,16.686960,1668696,152.755200,7515,PW-DW-DW-PW-PW-PW,518400/469300/238196/68400/151200/223200,1,
16-48-16-48-64,5,16.704320,1670432,150.681600,6603,PW-DW-DW-PW-PW,518400/469300/356932/102600/223200,1,
16-16-64-64-64,5,16.717000,1671700,191.692800,10987,PW-DW-PW-PW-PW,518400/469300/122400/280800/280800,1,
16-32-32-64-64,5,16.722960,1672296,174.873600,9051,PW-DW-DW-PW-PW,518400/469300/238196/165600/280800,1,
16-48-48-32-16-64,6,16.758320,1675832,165.888000,7659,PW-DW-DW-PW-PW-PW,518400/469300/356932/126000/82800/122400,1,
16-48-16-32-32-64,6,16.758320,1675832,149.068800,6491,PW-DW-DW-PW-PW-PW,518400/469300/356932/68400/97200/165600,1,
16-16-48-32-64-64,6,16.795600,1679560,182.707200,10363,PW-DW-DW-PW-PW-PW,518400/469300/119460/126000/165600/280800,1,
16-48-16-48-16-64,6,16.812320,1681232,134.323200,5467,PW-DW-DW-PW-PW-PW,518400/469300/356932/102600/111600/122400,1,
16-32-16-16-64-64,6,16.830960,1683096,156.441600,7771,PW-DW-DW-PW-PW-PW,518400/469300/238196/54000/122400/280800,1,
16-64-32-16-64,5,16.888680,1688868,150.681600,5835,PW-PW-DW-PW-PW,518400/489600/475668/82800/122400,0,b3 G*Cin=2560
16-48-48-16-32-64,6,16.902320,1690232,169.574400,7915,PW-DW-DW-PW-PW-PW,518400/469300/356932/111600/68400/165600,1,
16-16-32-48-48-64,6,16.903600,1690360,165.888000,9195,PW-DW-DW-PW-PW-PW,518400/469300/119460/151200/208800/223200,1,
16-32-64-16-48-64,6,16.920960,1692096,175.334400,9083,PW-DW-DW-PW-PW-PW,518400/469300/238196/140400/102600/223200,1,
16-32-32-32-48-64,6,16.974960,1697496,169.574400,8683,PW-DW-DW-PW-PW-PW,518400/469300/238196/97200/151200/223200,1,
16-48-64-32-16-64,6,17.046320,1704632,186.393600,9083,PW-DW-DW-PW-PW-PW,518400/469300/356932/154800/82800/122400,1,
16-48-32-32-32-64,6,17.046320,1704632,169.574400,7915,PW-DW-DW-PW-PW-PW,518400/469300/356932/97200/97200/165600,1,
16-64-48-64,4,17.068680,1706868,187.545600,8395,PW-PW-DW-PW,518400/489600/475668/223200,0,b3 G*Cin=2560
16-16-64-32-64-64,6,17.113000,1711300,195.840000,11275,PW-DW-PW-PW-PW-PW,518400/469300/122400/154800/165600/280800,1,
16-16-64-64-32-64,6,17.113000,1711300,195.840000,11275,PW-DW-PW-PW-PW-PW,518400/469300/122400/280800/154800/165600,1,
16-32-32-64-32-64,6,17.118960,1711896,179.020800,9339,PW-DW-DW-PW-PW-PW,518400/469300/238196/165600/154800/165600,1,
16-32-48-64-16-64,6,17.118960,1711896,171.648000,8827,PW-DW-DW-PW-PW-PW,518400/469300/238196/223200/140400/122400,1,
16-32-32-16-64-64,6,17.118960,1711896,169.574400,8683,PW-DW-DW-PW-PW-PW,518400/469300/238196/82800/122400/280800,1,
16-16-16-48-64-64,6,17.137600,1713760,176.947200,9963,PW-DW-DW-PW-PW-PW,518400/469300/119460/102600/223200/280800,1,
16-64-16-16-16-64,6,17.140680,1714068,135.936000,4811,PW-PW-DW-PW-PW-PW,518400/489600/475668/54000/54000/122400,0,b3 G*Cin=2560
16-32-64-48-64,5,17.154960,1715496,191.692800,10219,PW-DW-DW-PW-PW,518400/469300/238196/266400/223200,1,
16-64-48-16-64,5,17.176680,1717668,171.187200,7259,PW-PW-DW-PW-PW,518400/489600/475668/111600/122400,0,b3 G*Cin=2560
16-64-16-32-64,5,17.176680,1717668,150.681600,5835,PW-PW-DW-PW-PW,518400/489600/475668/68400/165600,0,b3 G*Cin=2560
16-48-64-16-32-64,6,17.190320,1719032,186.393600,9083,PW-DW-DW-PW-PW-PW,518400/469300/356932/140400/68400/165600,1,
16-48-32-48-64,5,17.190320,1719032,174.873600,8283,PW-DW-DW-PW-PW,518400/469300/356932/151200/223200,1,
16-16-16-64-48-64,6,17.191600,1719160,165.888000,9195,PW-DW-DW-PW-PW-PW,518400/469300/119460/122400/266400/223200,1,
16-48-16-16-48-64,6,17.244320,1724432,156.441600,7003,PW-DW-DW-PW-PW-PW,518400/469300/356932/54000/102600/223200,1,
16-32-48-32-48-64,6,17.262960,1726296,186.393600,9851,PW-DW-DW-PW-PW-PW,518400/469300/238196/126000/151200/223200,1,
16-32-48-48-32-64,6,17.262960,1726296,182.707200,9595,PW-DW-DW-PW-PW-PW,518400/469300/238196/208800/126000/165600,1,
16-32-64-48-16-64,6,17.262960,1726296,175.334400,9083,PW-DW-DW-PW-PW-PW,518400/469300/238196/266400/111600/122400,1,
16-48-32-48-16-64,6,17.298320,1729832,158.515200,7147,PW-DW-DW-PW-PW-PW,518400/469300/356932/151200/111600/122400,1,
16-48-16-64-16-64,6,17.298320,1729832,143.769600,6123,PW-DW-DW-PW-PW-PW,518400/469300/356932/122400/140400/122400,1,
16-32-48-64-64,5,17.298960,1729896,199.065600,10731,PW-DW-DW-PW-PW,518400/469300/238196/223200/280800,1,
16-48-48-32-32-64,6,17.334320,1733432,190.080000,9339,PW-DW-DW-PW-PW-PW,518400/469300/356932/126000/97200/165600,1,
16-48-16-48-32-64,6,17.388320,1738832,162.201600,7403,PW-DW-DW-PW-PW-PW,518400/469300/356932/102600/126000/165600,1,
16-32-48-16-64-64,6,17.406960,1740696,182.707200,9595,PW-DW-DW-PW-PW-PW,518400/469300/238196/111600/122400/280800,1,
16-32-16-32-64-64,6,17.406960,1740696,176.947200,9195,PW-DW-DW-PW-PW-PW,518400/469300/238196/68400/165600/280800,1,
16-64-32-16-16-64,6,17.428680,1742868,156.441600,6235,PW-PW-DW-PW-PW-PW,518400/489600/475668/82800/54000/122400,0,b3 G*Cin=2560
16-64-64-16-64,5,17.464680,1746468,191.692800,8683,PW-PW-DW-PW-PW,518400/489600/475668/140400/122400,0,b3 G*Cin=2560
16-64-32-32-64,5,17.464680,1746468,174.873600,7515,PW-PW-DW-PW-PW,518400/489600/475668/97200/165600,0,b3 G*Cin=2560
16-48-16-64-64,5,17.478320,1747832,171.187200,8027,PW-DW-DW-PW-PW,518400/469300/356932/122400/280800,1,
16-16-48-48-48-64,6,17.479600,1747960,182.707200,10363,PW-DW-DW-PW-PW-PW,518400/469300/119460/208800/208800/223200,1,
16-48-32-16-48-64,6,17.532320,1753232,173.260800,8171,PW-DW-DW-PW-PW-PW,518400/469300/356932/82800/102600/223200,1,
16-32-64-32-48-64,6,17.550960,1755096,203.212800,11019,PW-DW-DW-PW-PW-PW,518400/469300/238196/154800/151200/223200,1,
16-64-16-32-16-64,6,17.572680,1757268,145.382400,5467,PW-PW-DW-PW-PW-PW,518400/489600/475668/68400/82800/122400,0,b3 G*Cin=2560
16-32-16-48-48-64,6,17.604960,1760496,169.574400,8683,PW-DW-DW-PW-PW-PW,518400/469300/238196/102600/208800/223200,1,
16-48-64-32-32-64,6,17.622320,1762232,210.585600,10763,PW-DW-DW-PW-PW-PW,518400/469300/356932/154800/97200/165600,1,
16-16-32-48-64-64,6,17.623600,1762360,193.766400,11131,PW-DW-DW-PW-PW-PW,518400/469300/119460/151200/223200/280800,1,
16-16-32-64-48-64,6,17.623600,1762360,186.393600,10619,PW-DW-DW-PW-PW-PW,518400/469300/119460/165600/266400/223200,1,
16-64-64-64,4,17.644680,1764468,219.110400,10587,PW-PW-DW-PW,518400/489600/475668/280800,0,b3 G*Cin=2560
16-32-48-64-32-64,6,17.694960,1769496,203.212800,11019,PW-DW-DW-PW-PW-PW,518400/469300/238196/223200/154800/165600,1,
16-32-64-16-64-64,6,17.694960,1769496,195.840000,10507,PW-DW-DW-PW-PW-PW,518400/469300/238196/140400/122400/280800,1,
16-32-64-64-16-64,6,17.694960,1769496,195.840000,10507,PW-DW-DW-PW-PW-PW,518400/469300/238196/280800/140400/122400,1,
16-32-32-32-64-64,6,17.694960,1769496,193.766400,10363,PW-DW-DW-PW-PW-PW,518400/469300/238196/97200/165600/280800,1,
16-64-48-16-16-64,6,17.716680,1771668,176.947200,7659,PW-PW-DW-PW-PW-PW,518400/489600/475668/111600/54000/122400,0,b3 G*Cin=2560
16-64-16-16-32-64,6,17.716680,1771668,156.441600,6235,PW-PW-DW-PW-PW-PW,518400/489600/475668/54000/68400/165600,0,b3 G*Cin=2560
16-48-32-64-16-64,6,17.730320,1773032,171.648000,8059,PW-DW-DW-PW-PW-PW,518400/469300/356932/165600/140400/122400,1,
16-64-48-32-64,5,17.752680,1775268,199.065600,9195,PW-PW-DW-PW-PW,518400/489600/475668/126000/165600,0,b3 G*Cin=2560
16-48-48-48-64,5,17.766320,1776632,199.065600,9963,PW-DW-DW-PW-PW,518400/469300/356932/208800/223200,1,
16-48-48-16-48-64,6,17.820320,1782032,190.080000,9339,PW-DW-DW-PW-PW-PW,518400/469300/356932/111600/102600/223200,1,
16-32-64-48-32-64,6,17.838960,1783896,203.212800,11019,PW-DW-DW-PW-PW-PW,518400/469300/238196/266400/126000/165600,1,
16-64-32-32-16-64,6,17.860680,1786068,169.574400,7147,PW-PW-DW-PW-PW-PW,518400/489600/475668/97200/82800/122400,0,b3 G*Cin=2560
16-48-32-48-32-64,6,17.874320,1787432,186.393600,9083,PW-DW-DW-PW-PW-PW,518400/469300/356932/151200/126000/165600,1,
16-48-48-48-16-64,6,17.874320,1787432,182.707200,8827,PW-DW-DW-PW-PW-PW,518400/469300/356932/208800/111600/122400,1,
16-48-16-64-32-64,6,17.874320,1787432,175.334400,8315,PW-DW-DW-PW-PW-PW,518400/469300/356932/122400/154800/165600,1,
16-48-16-32-48-64,6,17.874320,1787432,173.260800,8171,PW-DW-DW-PW-PW-PW,518400/469300/356932/68400/151200/223200,1,
16-32-64-64-64,5,17.874960,1787496,223.257600,12411,PW-DW-DW-PW-PW,518400/469300/238196/280800/280800,1,
16-48-32-64-64,5,17.910320,1791032,199.065600,9963,PW-DW-DW-PW-PW,518400/469300/356932/165600/280800,1,
